Population,pop_label,Individual,indv_label,sample,order,Color,pch,cex
*,*,*,*,0,20,#ff6666,*,0.8
Orcadian,Orcadian,*,*,0,30,#ff7666,O,0.8
Adygei,Adygei,*,*,0,40,#ff8666,A,0.8
Russian,Russian,*,*,0,50,#ff9766,R,0.8
Basque,Basque,*,*,0,60,#ffa766,B,0.8
French,French,*,*,0,70,#ffb766,F,0.8
Italian,Italian,*,*,0,80,#ffc866,I,0.8
Sardinian,Sardinian,*,*,0,90,#ffd866,S,0.8
Tuscan,Tuscan,*,*,0,100,#ffe966,T,0.8
Mozabite,Mozabite,*,*,0,110,#fff966,M,0.8
Bedouin,Bedouin,*,*,0,120,#f4ff70,B,0.8
Druze,Druze,*,*,0,130,#e3ff81,D,0.8
Palestinian,Palestinian,*,*,0,140,#d3ff91,P,0.8
Balochi,Balochi,*,*,0,150,#c2ffa2,B,0.8
Brahui,Brahui,*,*,0,160,#b2ffb2,B,0.8
Burusho,Burusho,*,*,0,170,#a2ffc2,B,0.8
Hazara,Hazara,*,*,0,180,#91ffd3,H,0.8
Kalash,Kalash,*,*,0,190,#81ffe3,K,0.8
Makrani,Makrani,*,*,0,200,#70fff4,M,0.8
Pathan,Pathan,*,*,0,210,#66ff6b,P,0.8
Sindhi,Sindhi,*,*,0,220,#66ff7b,S,0.8
Melanesian,Melanesian,*,*,0,230,#66ff8c,M,0.8
Papuan,Papuan,*,*,0,240,#66ff9c,P,0.8
Colombian,Colombian,*,*,0,250,#66ffad,C,0.8
Karitiana,Karitiana,*,*,0,260,#66ffbd,K,0.8
Surui,Surui,*,*,0,270,#66ffcd,S,0.8
Maya,Maya,*,*,0,280,#66ffde,M,0.8
Pima,Pima,*,*,0,290,#66ffee,P,0.8
BantuSouthAfrica,BantuSouthAfrica,*,*,0,300,#66ffff,B,0.8
BantuKenya,BantuKenya,*,*,0,310,#66eeff,B,0.8
Mandenka,Mandenka,*,*,0,320,#66deff,M,0.8
Yoruba,Yoruba,*,*,0,330,#66cdff,Y,0.8
BiakaPygmy,BiakaPygmy,*,*,0,340,#66bdff,B,0.8
MbutiPygmy,MbutiPygmy,*,*,0,350,#66adff,M,0.8
San,San,*,*,0,360,#669cff,S,0.8
Han,Han,*,*,0,370,#668cff,H,0.8
Han-NChina,Han-NChina,*,*,0,380,#667bff,H,0.8
Dai,Dai,*,*,0,390,#666bff,D,0.8
Daur,Daur,*,*,0,400,#7066ff,D,0.8
Hezhen,Hezhen,*,*,0,410,#8166ff,H,0.8
Lahu,Lahu,*,*,0,420,#9166ff,L,0.8
Miao,Miao,*,*,0,430,#a266ff,M,0.8
Oroqen,Oroqen,*,*,0,440,#b266ff,O,0.8
She,She,*,*,0,450,#c266ff,S,0.8
Tujia,Tujia,*,*,0,460,#d366ff,T,0.8
Tu,Tu,*,*,0,470,#e366ff,T,0.8
Xibo,Xibo,*,*,0,480,#f466ff,X,0.8
Yi,Yi,*,*,0,490,#ff66f9,Y,0.8
Mongola,Mongola,*,*,0,500,#ff66e9,M,0.8
Naxi,Naxi,*,*,0,510,#ff66d8,N,0.8
Uygur,Uygur,*,*,0,520,#ff66c8,U,0.8
Cambodian,Cambodian,*,*,0,530,#ff66b7,C,0.8
Japanese,Japanese,*,*,0,540,#ff66a7,J,0.8
Yakut,Yakut,*,*,0,550,#ff6697,Y,0.8
Orcadian,NA,HGDP00794,HGDP00794,0,560,#ff6666,P,0.8
Orcadian,NA,HGDP00795,HGDP00795,0,570,#ff6666,o,0.8
Orcadian,NA,HGDP00796,HGDP00796,0,580,#ff6766,E,0.8
Orcadian,NA,HGDP00797,HGDP00797,0,590,#ff6866,n,0.8
Orcadian,NA,HGDP00798,HGDP00798,0,600,#ff6966,v,0.8
Orcadian,NA,HGDP00799,HGDP00799,0,610,#ff6a66,C,0.8
Orcadian,NA,HGDP00800,HGDP00800,0,620,#ff6b66,W,0.8
Orcadian,NA,HGDP00802,HGDP00802,0,630,#ff6c66,I,0.8
Orcadian,NA,HGDP00803,HGDP00803,0,640,#ff6d66,R,0.8
Orcadian,NA,HGDP00804,HGDP00804,0,650,#ff6e66,s,0.8
Orcadian,NA,HGDP00805,HGDP00805,0,660,#ff6f66,A,0.8
Orcadian,NA,HGDP00806,HGDP00806,0,670,#ff7066,e,0.8
Orcadian,NA,HGDP00807,HGDP00807,0,680,#ff7166,L,0.8
Orcadian,NA,HGDP00808,HGDP00808,0,690,#ff7266,j,0.8
Orcadian,NA,HGDP00810,HGDP00810,0,700,#ff7366,C,0.8
Adygei,NA,HGDP01381,HGDP01381,0,710,#ff7466,o,0.8
Adygei,NA,HGDP01382,HGDP01382,0,720,#ff7566,1,0.8
Adygei,NA,HGDP01383,HGDP01383,0,730,#ff7666,o,0.8
Adygei,NA,HGDP01384,HGDP01384,0,740,#ff7766,t,0.8
Adygei,NA,HGDP01385,HGDP01385,0,750,#ff7866,7,0.8
Adygei,NA,HGDP01386,HGDP01386,0,760,#ff7966,n,0.8
Adygei,NA,HGDP01387,HGDP01387,0,770,#ff7a66,k,0.8
Adygei,NA,HGDP01388,HGDP01388,0,780,#ff7b66,r,0.8
Adygei,NA,HGDP01396,HGDP01396,0,790,#ff7c66,x,0.8
Adygei,NA,HGDP01397,HGDP01397,0,800,#ff7d66,l,0.8
Adygei,NA,HGDP01398,HGDP01398,0,810,#ff7e66,y,0.8
Adygei,NA,HGDP01399,HGDP01399,0,820,#ff7f66,h,0.8
Adygei,NA,HGDP01400,HGDP01400,0,830,#ff8066,L,0.8
Adygei,NA,HGDP01401,HGDP01401,0,840,#ff8166,n,0.8
Adygei,NA,HGDP01402,HGDP01402,0,850,#ff8266,v,0.8
Adygei,NA,HGDP01403,HGDP01403,0,860,#ff8366,I,0.8
Adygei,NA,HGDP01404,HGDP01404,0,870,#ff8466,q,0.8
Russian,NA,HGDP00879,HGDP00879,0,880,#ff8566,X,0.8
Russian,NA,HGDP00880,HGDP00880,0,890,#ff8666,7,0.8
Russian,NA,HGDP00881,HGDP00881,0,900,#ff8766,3,0.8
Russian,NA,HGDP00882,HGDP00882,0,910,#ff8866,M,0.8
Russian,NA,HGDP00883,HGDP00883,0,920,#ff8966,K,0.8
Russian,NA,HGDP00884,HGDP00884,0,930,#ff8a66,N,0.8
Russian,NA,HGDP00885,HGDP00885,0,940,#ff8b66,c,0.8
Russian,NA,HGDP00886,HGDP00886,0,950,#ff8c66,V,0.8
Russian,NA,HGDP00887,HGDP00887,0,960,#ff8d66,I,0.8
Russian,NA,HGDP00888,HGDP00888,0,970,#ff8e66,T,0.8
Russian,NA,HGDP00889,HGDP00889,0,980,#ff8f66,F,0.8
Russian,NA,HGDP00890,HGDP00890,0,990,#ff8f66,A,0.8
Russian,NA,HGDP00891,HGDP00891,0,1000,#ff9066,A,0.8
Russian,NA,HGDP00892,HGDP00892,0,1010,#ff9166,E,0.8
Russian,NA,HGDP00893,HGDP00893,0,1020,#ff9266,0,0.8
Russian,NA,HGDP00894,HGDP00894,0,1030,#ff9366,B,0.8
Russian,NA,HGDP00895,HGDP00895,0,1040,#ff9466,f,0.8
Russian,NA,HGDP00896,HGDP00896,0,1050,#ff9566,Y,0.8
Russian,NA,HGDP00897,HGDP00897,0,1060,#ff9666,0,0.8
Russian,NA,HGDP00898,HGDP00898,0,1070,#ff9766,O,0.8
Russian,NA,HGDP00899,HGDP00899,0,1080,#ff9866,f,0.8
Russian,NA,HGDP00900,HGDP00900,0,1090,#ff9966,x,0.8
Russian,NA,HGDP00901,HGDP00901,0,1100,#ff9a66,o,0.8
Russian,NA,HGDP00902,HGDP00902,0,1110,#ff9b66,J,0.8
Russian,NA,HGDP00903,HGDP00903,0,1120,#ff9c66,n,0.8
Basque,NA,HGDP01357,HGDP01357,0,1130,#ff9d66,f,0.8
Basque,NA,HGDP01358,HGDP01358,0,1140,#ff9e66,r,0.8
Basque,NA,HGDP01359,HGDP01359,0,1150,#ff9f66,F,0.8
Basque,NA,HGDP01360,HGDP01360,0,1160,#ffa066,z,0.8
Basque,NA,HGDP01361,HGDP01361,0,1170,#ffa166,q,0.8
Basque,NA,HGDP01362,HGDP01362,0,1180,#ffa266,M,0.8
Basque,NA,HGDP01363,HGDP01363,0,1190,#ffa366,s,0.8
Basque,NA,HGDP01364,HGDP01364,0,1200,#ffa466,E,0.8
Basque,NA,HGDP01365,HGDP01365,0,1210,#ffa566,U,0.8
Basque,NA,HGDP01366,HGDP01366,0,1220,#ffa666,l,0.8
Basque,NA,HGDP01367,HGDP01367,0,1230,#ffa766,u,0.8
Basque,NA,HGDP01368,HGDP01368,0,1240,#ffa866,0,0.8
Basque,NA,HGDP01369,HGDP01369,0,1250,#ffa966,m,0.8
Basque,NA,HGDP01370,HGDP01370,0,1260,#ffaa66,y,0.8
Basque,NA,HGDP01371,HGDP01371,0,1270,#ffab66,e,0.8
Basque,NA,HGDP01372,HGDP01372,0,1280,#ffac66,5,0.8
Basque,NA,HGDP01373,HGDP01373,0,1290,#ffad66,z,0.8
Basque,NA,HGDP01374,HGDP01374,0,1300,#ffae66,x,0.8
Basque,NA,HGDP01375,HGDP01375,0,1310,#ffaf66,v,0.8
Basque,NA,HGDP01376,HGDP01376,0,1320,#ffb066,P,0.8
Basque,NA,HGDP01377,HGDP01377,0,1330,#ffb166,4,0.8
Basque,NA,HGDP01378,HGDP01378,0,1340,#ffb266,u,0.8
Basque,NA,HGDP01379,HGDP01379,0,1350,#ffb366,g,0.8
Basque,NA,HGDP01380,HGDP01380,0,1360,#ffb466,G,0.8
French,NA,HGDP00511,HGDP00511,0,1370,#ffb566,4,0.8
French,NA,HGDP00512,HGDP00512,0,1380,#ffb666,c,0.8
French,NA,HGDP00513,HGDP00513,0,1390,#ffb766,6,0.8
French,NA,HGDP00514,HGDP00514,0,1400,#ffb866,V,0.8
French,NA,HGDP00515,HGDP00515,0,1410,#ffb966,b,0.8
French,NA,HGDP00516,HGDP00516,0,1420,#ffb966,7,0.8
French,NA,HGDP00517,HGDP00517,0,1430,#ffba66,P,0.8
French,NA,HGDP00518,HGDP00518,0,1440,#ffbb66,9,0.8
French,NA,HGDP00519,HGDP00519,0,1450,#ffbc66,h,0.8
French,NA,HGDP00520,HGDP00520,0,1460,#ffbd66,P,0.8
French,NA,HGDP00521,HGDP00521,0,1470,#ffbe66,a,0.8
French,NA,HGDP00522,HGDP00522,0,1480,#ffbf66,Z,0.8
French,NA,HGDP00523,HGDP00523,0,1490,#ffc066,2,0.8
French,NA,HGDP00524,HGDP00524,0,1500,#ffc166,i,0.8
French,NA,HGDP00525,HGDP00525,0,1510,#ffc266,s,0.8
French,NA,HGDP00526,HGDP00526,0,1520,#ffc366,Y,0.8
French,NA,HGDP00527,HGDP00527,0,1530,#ffc466,r,0.8
French,NA,HGDP00528,HGDP00528,0,1540,#ffc566,d,0.8
French,NA,HGDP00529,HGDP00529,0,1550,#ffc666,r,0.8
French,NA,HGDP00530,HGDP00530,0,1560,#ffc766,5,0.8
French,NA,HGDP00531,HGDP00531,0,1570,#ffc866,G,0.8
French,NA,HGDP00533,HGDP00533,0,1580,#ffc966,t,0.8
French,NA,HGDP00534,HGDP00534,0,1590,#ffca66,C,0.8
French,NA,HGDP00535,HGDP00535,0,1600,#ffcb66,w,0.8
French,NA,HGDP00536,HGDP00536,0,1610,#ffcc66,F,0.8
French,NA,HGDP00537,HGDP00537,0,1620,#ffcd66,g,0.8
French,NA,HGDP00538,HGDP00538,0,1630,#ffce66,U,0.8
French,NA,HGDP00539,HGDP00539,0,1640,#ffcf66,W,0.8
Italian,NA,HGDP01147,HGDP01147,0,1650,#ffd066,x,0.8
Italian,NA,HGDP01151,HGDP01151,0,1660,#ffd166,i,0.8
Italian,NA,HGDP01152,HGDP01152,0,1670,#ffd266,y,0.8
Italian,NA,HGDP01153,HGDP01153,0,1680,#ffd366,W,0.8
Italian,NA,HGDP01155,HGDP01155,0,1690,#ffd466,F,0.8
Italian,NA,HGDP01156,HGDP01156,0,1700,#ffd566,x,0.8
Italian,NA,HGDP01157,HGDP01157,0,1710,#ffd666,7,0.8
Italian,NA,HGDP01171,HGDP01171,0,1720,#ffd766,g,0.8
Italian,NA,HGDP01172,HGDP01172,0,1730,#ffd866,F,0.8
Italian,NA,HGDP01173,HGDP01173,0,1740,#ffd966,x,0.8
Italian,NA,HGDP01174,HGDP01174,0,1750,#ffda66,p,0.8
Italian,NA,HGDP01177,HGDP01177,0,1760,#ffdb66,q,0.8
Sardinian,NA,HGDP00665,HGDP00665,0,1770,#ffdc66,n,0.8
Sardinian,NA,HGDP00666,HGDP00666,0,1780,#ffdd66,N,0.8
Sardinian,NA,HGDP00667,HGDP00667,0,1790,#ffde66,p,0.8
Sardinian,NA,HGDP00668,HGDP00668,0,1800,#ffdf66,2,0.8
Sardinian,NA,HGDP00669,HGDP00669,0,1810,#ffe066,z,0.8
Sardinian,NA,HGDP00670,HGDP00670,0,1820,#ffe166,a,0.8
Sardinian,NA,HGDP00671,HGDP00671,0,1830,#ffe266,4,0.8
Sardinian,NA,HGDP00672,HGDP00672,0,1840,#ffe366,i,0.8
Sardinian,NA,HGDP00673,HGDP00673,0,1850,#ffe366,Y,0.8
Sardinian,NA,HGDP00674,HGDP00674,0,1860,#ffe466,w,0.8
Sardinian,NA,HGDP01062,HGDP01062,0,1870,#ffe566,f,0.8
Sardinian,NA,HGDP01063,HGDP01063,0,1880,#ffe666,w,0.8
Sardinian,NA,HGDP01064,HGDP01064,0,1890,#ffe766,1,0.8
Sardinian,NA,HGDP01065,HGDP01065,0,1900,#ffe866,Q,0.8
Sardinian,NA,HGDP01066,HGDP01066,0,1910,#ffe966,G,0.8
Sardinian,NA,HGDP01067,HGDP01067,0,1920,#ffea66,g,0.8
Sardinian,NA,HGDP01068,HGDP01068,0,1930,#ffeb66,D,0.8
Sardinian,NA,HGDP01069,HGDP01069,0,1940,#ffec66,V,0.8
Sardinian,NA,HGDP01070,HGDP01070,0,1950,#ffed66,0,0.8
Sardinian,NA,HGDP01071,HGDP01071,0,1960,#ffee66,n,0.8
Sardinian,NA,HGDP01072,HGDP01072,0,1970,#ffef66,Q,0.8
Sardinian,NA,HGDP01073,HGDP01073,0,1980,#fff066,M,0.8
Sardinian,NA,HGDP01074,HGDP01074,0,1990,#fff166,I,0.8
Sardinian,NA,HGDP01075,HGDP01075,0,2000,#fff266,A,0.8
Sardinian,NA,HGDP01076,HGDP01076,0,2010,#fff366,0,0.8
Sardinian,NA,HGDP01077,HGDP01077,0,2020,#fff466,t,0.8
Sardinian,NA,HGDP01078,HGDP01078,0,2030,#fff566,0,0.8
Sardinian,NA,HGDP01079,HGDP01079,0,2040,#fff666,T,0.8
Tuscan,NA,HGDP01162,HGDP01162,0,2050,#fff766,h,0.8
Tuscan,NA,HGDP01163,HGDP01163,0,2060,#fff866,s,0.8
Tuscan,NA,HGDP01164,HGDP01164,0,2070,#fff966,U,0.8
Tuscan,NA,HGDP01166,HGDP01166,0,2080,#fffa66,0,0.8
Tuscan,NA,HGDP01167,HGDP01167,0,2090,#fffb66,5,0.8
Tuscan,NA,HGDP01168,HGDP01168,0,2100,#fffc66,n,0.8
Tuscan,NA,HGDP01169,HGDP01169,0,2110,#fffd66,a,0.8
Mozabite,NA,HGDP01253,HGDP01253,0,2120,#fffe66,s,0.8
Mozabite,NA,HGDP01254,HGDP01254,0,2130,#feff66,R,0.8
Mozabite,NA,HGDP01255,HGDP01255,0,2140,#fdff67,x,0.8
Mozabite,NA,HGDP01256,HGDP01256,0,2150,#fcff68,l,0.8
Mozabite,NA,HGDP01257,HGDP01257,0,2160,#fbff69,y,0.8
Mozabite,NA,HGDP01258,HGDP01258,0,2170,#faff6a,j,0.8
Mozabite,NA,HGDP01259,HGDP01259,0,2180,#f9ff6b,U,0.8
Mozabite,NA,HGDP01260,HGDP01260,0,2190,#f8ff6c,K,0.8
Mozabite,NA,HGDP01261,HGDP01261,0,2200,#f7ff6d,w,0.8
Mozabite,NA,HGDP01262,HGDP01262,0,2210,#f6ff6e,6,0.8
Mozabite,NA,HGDP01263,HGDP01263,0,2220,#f5ff6f,N,0.8
Mozabite,NA,HGDP01264,HGDP01264,0,2230,#f4ff70,X,0.8
Mozabite,NA,HGDP01265,HGDP01265,0,2240,#f3ff71,O,0.8
Mozabite,NA,HGDP01266,HGDP01266,0,2250,#f2ff72,L,0.8
Mozabite,NA,HGDP01267,HGDP01267,0,2260,#f1ff73,E,0.8
Mozabite,NA,HGDP01268,HGDP01268,0,2270,#f1ff73,h,0.8
Mozabite,NA,HGDP01269,HGDP01269,0,2280,#f0ff74,t,0.8
Mozabite,NA,HGDP01272,HGDP01272,0,2290,#efff75,R,0.8
Mozabite,NA,HGDP01273,HGDP01273,0,2300,#eeff76,J,0.8
Mozabite,NA,HGDP01274,HGDP01274,0,2310,#edff77,c,0.8
Mozabite,NA,HGDP01275,HGDP01275,0,2320,#ecff78,9,0.8
Mozabite,NA,HGDP01276,HGDP01276,0,2330,#ebff79,S,0.8
Mozabite,NA,HGDP01277,HGDP01277,0,2340,#eaff7a,x,0.8
Mozabite,NA,HGDP01278,HGDP01278,0,2350,#e9ff7b,e,0.8
Mozabite,NA,HGDP01279,HGDP01279,0,2360,#e8ff7c,z,0.8
Mozabite,NA,HGDP01280,HGDP01280,0,2370,#e7ff7d,x,0.8
Mozabite,NA,HGDP01282,HGDP01282,0,2380,#e6ff7e,r,0.8
Bedouin,NA,HGDP00607,HGDP00607,0,2390,#e5ff7f,F,0.8
Bedouin,NA,HGDP00608,HGDP00608,0,2400,#e4ff80,L,0.8
Bedouin,NA,HGDP00609,HGDP00609,0,2410,#e3ff81,a,0.8
Bedouin,NA,HGDP00610,HGDP00610,0,2420,#e2ff82,g,0.8
Bedouin,NA,HGDP00611,HGDP00611,0,2430,#e1ff83,I,0.8
Bedouin,NA,HGDP00612,HGDP00612,0,2440,#e0ff84,m,0.8
Bedouin,NA,HGDP00613,HGDP00613,0,2450,#dfff85,5,0.8
Bedouin,NA,HGDP00614,HGDP00614,0,2460,#deff86,C,0.8
Bedouin,NA,HGDP00615,HGDP00615,0,2470,#ddff87,9,0.8
Bedouin,NA,HGDP00616,HGDP00616,0,2480,#dcff88,E,0.8
Bedouin,NA,HGDP00618,HGDP00618,0,2490,#dbff89,U,0.8
Bedouin,NA,HGDP00619,HGDP00619,0,2500,#daff8a,p,0.8
Bedouin,NA,HGDP00620,HGDP00620,0,2510,#d9ff8b,s,0.8
Bedouin,NA,HGDP00622,HGDP00622,0,2520,#d8ff8c,Y,0.8
Bedouin,NA,HGDP00623,HGDP00623,0,2530,#d7ff8d,Q,0.8
Bedouin,NA,HGDP00624,HGDP00624,0,2540,#d6ff8e,E,0.8
Bedouin,NA,HGDP00625,HGDP00625,0,2550,#d5ff8f,P,0.8
Bedouin,NA,HGDP00626,HGDP00626,0,2560,#d4ff90,F,0.8
Bedouin,NA,HGDP00627,HGDP00627,0,2570,#d3ff91,H,0.8
Bedouin,NA,HGDP00628,HGDP00628,0,2580,#d2ff92,b,0.8
Bedouin,NA,HGDP00629,HGDP00629,0,2590,#d1ff93,t,0.8
Bedouin,NA,HGDP00630,HGDP00630,0,2600,#d0ff94,c,0.8
Bedouin,NA,HGDP00631,HGDP00631,0,2610,#cfff95,N,0.8
Bedouin,NA,HGDP00632,HGDP00632,0,2620,#ceff96,5,0.8
Bedouin,NA,HGDP00634,HGDP00634,0,2630,#cdff97,a,0.8
Bedouin,NA,HGDP00635,HGDP00635,0,2640,#ccff98,q,0.8
Bedouin,NA,HGDP00636,HGDP00636,0,2650,#cbff99,R,0.8
Bedouin,NA,HGDP00637,HGDP00637,0,2660,#caff9a,o,0.8
Bedouin,NA,HGDP00638,HGDP00638,0,2670,#c9ff9b,W,0.8
Bedouin,NA,HGDP00639,HGDP00639,0,2680,#c8ff9c,F,0.8
Bedouin,NA,HGDP00640,HGDP00640,0,2690,#c7ff9d,D,0.8
Bedouin,NA,HGDP00641,HGDP00641,0,2700,#c7ff9d,Q,0.8
Bedouin,NA,HGDP00642,HGDP00642,0,2710,#c6ff9e,K,0.8
Bedouin,NA,HGDP00643,HGDP00643,0,2720,#c5ff9f,6,0.8
Bedouin,NA,HGDP00644,HGDP00644,0,2730,#c4ffa0,g,0.8
Bedouin,NA,HGDP00645,HGDP00645,0,2740,#c3ffa1,G,0.8
Bedouin,NA,HGDP00646,HGDP00646,0,2750,#c2ffa2,8,0.8
Bedouin,NA,HGDP00647,HGDP00647,0,2760,#c1ffa3,b,0.8
Bedouin,NA,HGDP00648,HGDP00648,0,2770,#c0ffa4,Q,0.8
Bedouin,NA,HGDP00649,HGDP00649,0,2780,#bfffa5,7,0.8
Bedouin,NA,HGDP00650,HGDP00650,0,2790,#beffa6,A,0.8
Bedouin,NA,HGDP00651,HGDP00651,0,2800,#bdffa7,P,0.8
Bedouin,NA,HGDP00653,HGDP00653,0,2810,#bcffa8,Z,0.8
Bedouin,NA,HGDP00654,HGDP00654,0,2820,#bbffa9,G,0.8
Bedouin,NA,HGDP00701,HGDP00701,0,2830,#baffaa,W,0.8
Druze,NA,HGDP00557,HGDP00557,0,2840,#b9ffab,J,0.8
Druze,NA,HGDP00558,HGDP00558,0,2850,#b8ffac,D,0.8
Druze,NA,HGDP00559,HGDP00559,0,2860,#b7ffad,3,0.8
Druze,NA,HGDP00560,HGDP00560,0,2870,#b6ffae,o,0.8
Druze,NA,HGDP00561,HGDP00561,0,2880,#b5ffaf,S,0.8
Druze,NA,HGDP00562,HGDP00562,0,2890,#b4ffb0,o,0.8
Druze,NA,HGDP00563,HGDP00563,0,2900,#b3ffb1,d,0.8
Druze,NA,HGDP00564,HGDP00564,0,2910,#b2ffb2,y,0.8
Druze,NA,HGDP00565,HGDP00565,0,2920,#b1ffb3,j,0.8
Druze,NA,HGDP00566,HGDP00566,0,2930,#b0ffb4,5,0.8
Druze,NA,HGDP00567,HGDP00567,0,2940,#afffb5,b,0.8
Druze,NA,HGDP00568,HGDP00568,0,2950,#aeffb6,U,0.8
Druze,NA,HGDP00569,HGDP00569,0,2960,#adffb7,k,0.8
Druze,NA,HGDP00571,HGDP00571,0,2970,#acffb8,e,0.8
Druze,NA,HGDP00572,HGDP00572,0,2980,#abffb9,g,0.8
Druze,NA,HGDP00573,HGDP00573,0,2990,#aaffba,X,0.8
Druze,NA,HGDP00574,HGDP00574,0,3000,#a9ffbb,N,0.8
Druze,NA,HGDP00575,HGDP00575,0,3010,#a8ffbc,V,0.8
Druze,NA,HGDP00576,HGDP00576,0,3020,#a7ffbd,A,0.8
Druze,NA,HGDP00577,HGDP00577,0,3030,#a6ffbe,T,0.8
Druze,NA,HGDP00578,HGDP00578,0,3040,#a5ffbf,A,0.8
Druze,NA,HGDP00579,HGDP00579,0,3050,#a4ffc0,k,0.8
Druze,NA,HGDP00580,HGDP00580,0,3060,#a3ffc1,V,0.8
Druze,NA,HGDP00581,HGDP00581,0,3070,#a2ffc2,A,0.8
Druze,NA,HGDP00582,HGDP00582,0,3080,#a1ffc3,c,0.8
Druze,NA,HGDP00583,HGDP00583,0,3090,#a0ffc4,l,0.8
Druze,NA,HGDP00584,HGDP00584,0,3100,#9fffc5,0,0.8
Druze,NA,HGDP00586,HGDP00586,0,3110,#9effc6,h,0.8
Druze,NA,HGDP00587,HGDP00587,0,3120,#9dffc7,L,0.8
Druze,NA,HGDP00588,HGDP00588,0,3130,#9dffc7,E,0.8
Druze,NA,HGDP00590,HGDP00590,0,3140,#9cffc8,P,0.8
Druze,NA,HGDP00591,HGDP00591,0,3150,#9bffc9,i,0.8
Druze,NA,HGDP00594,HGDP00594,0,3160,#9affca,X,0.8
Druze,NA,HGDP00595,HGDP00595,0,3170,#99ffcb,h,0.8
Druze,NA,HGDP00597,HGDP00597,0,3180,#98ffcc,P,0.8
Druze,NA,HGDP00598,HGDP00598,0,3190,#97ffcd,p,0.8
Druze,NA,HGDP00599,HGDP00599,0,3200,#96ffce,N,0.8
Druze,NA,HGDP00600,HGDP00600,0,3210,#95ffcf,s,0.8
Druze,NA,HGDP00601,HGDP00601,0,3220,#94ffd0,0,0.8
Druze,NA,HGDP00602,HGDP00602,0,3230,#93ffd1,q,0.8
Druze,NA,HGDP00604,HGDP00604,0,3240,#92ffd2,m,0.8
Druze,NA,HGDP00606,HGDP00606,0,3250,#91ffd3,B,0.8
Palestinian,NA,HGDP00675,HGDP00675,0,3260,#90ffd4,Y,0.8
